Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
1073062,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58,1,FinalAnswer,2006-02-21 09:49:33.0,2006-02-21 09:49:58.0,2006-02-21 09:49:58.0,2006-02-21 09:50:21.0,38.0,38.0,,1,0,0,2,distribute-sp~~combine-like-terms-sp,1~~1
1073063,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58,1,6 = -54y-72-3y,2006-02-21 09:49:58.0,2006-02-21 09:50:08.0,2006-02-21 09:50:08.0,2006-02-21 09:50:08.0,10.0,10.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],2
1073064,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58,1,6 = -57y-72,2006-02-21 09:50:21.0,2006-02-21 09:50:30.0,2006-02-21 09:50:30.0,2006-02-21 09:50:30.0,9.0,9.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",4~~1
1073065,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58,1,6+72 = -57y-72+72,2006-02-21 09:50:30.0,2006-02-21 09:50:33.0,2006-02-21 09:50:33.0,2006-02-21 09:50:38.0,8.0,8.0,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",1
1073066,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58,1,78 = -57y,2006-02-21 09:50:38.0,2006-02-21 09:50:45.0,2006-02-21 09:50:45.0,2006-02-21 09:50:45.0,7.0,7.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",4~~2
1073067,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58,1,78/-57 = -57y/-57,2006-02-21 09:50:45.0,2006-02-21 09:50:48.0,2006-02-21 09:50:48.0,2006-02-21 09:51:05.0,20.0,20.0,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],1
1073068,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,1,38(-9x-41)-20x = -35,2006-02-21 09:51:09.0,2006-02-21 09:51:20.0,2006-02-21 09:51:20.0,2006-02-21 09:51:20.0,11.0,11.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",5
1073069,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,1,FinalAnswer,2006-02-21 09:51:20.0,2006-02-21 09:51:52.0,2006-02-21 09:51:57.0,2006-02-21 09:52:44.0,57.0,,57.0,0,1,0,2,distribute-sp~~combine-like-terms-sp,2~~2
1073070,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,1,-342x-1558-20x = -35,2006-02-21 09:51:57.0,2006-02-21 09:52:24.0,2006-02-21 09:52:24.0,2006-02-21 09:52:24.0,27.0,27.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],3
1073071,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,1,-362x-1558 = -35,2006-02-21 09:52:44.0,2006-02-21 09:52:53.0,2006-02-21 09:52:53.0,2006-02-21 09:52:53.0,9.0,9.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",5~~2
1073072,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,1,-362x-1558+1558 = -35+1558,2006-02-21 09:52:53.0,2006-02-21 09:53:04.0,2006-02-21 09:53:04.0,2006-02-21 09:53:12.0,19.0,19.0,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",2
1073073,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,1,-362x = 1523,2006-02-21 09:53:12.0,2006-02-21 09:53:19.0,2006-02-21 09:53:19.0,2006-02-21 09:53:19.0,7.0,7.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",5~~3
1073074,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,1,-362x/-362 = 1523/-362,2006-02-21 09:53:19.0,2006-02-21 09:53:22.0,2006-02-21 09:53:22.0,2006-02-21 09:53:32.0,13.0,13.0,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],2
1073075,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,2,18(22x+25)+46x = -30,2006-02-21 09:53:37.0,2006-02-21 09:53:41.0,2006-02-21 09:53:41.0,2006-02-21 09:53:41.0,4.0,4.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",6
1073076,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,2,FinalAnswer,2006-02-21 09:53:41.0,2006-02-21 09:54:01.0,2006-02-21 09:54:01.0,2006-02-21 09:54:45.0,57.0,57.0,,1,0,0,2,distribute-sp~~combine-like-terms-sp,3~~3
1073077,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,2,396x+450+46x = -30,2006-02-21 09:54:01.0,2006-02-21 09:54:08.0,2006-02-21 09:54:08.0,2006-02-21 09:54:08.0,7.0,7.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],4
1073078,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,2,442x+450 = -30,2006-02-21 09:54:45.0,2006-02-21 09:54:52.0,2006-02-21 09:54:52.0,2006-02-21 09:54:52.0,7.0,7.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",6
1073079,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,2,442x+450-450 = -30-450,2006-02-21 09:54:52.0,2006-02-21 09:54:56.0,2006-02-21 09:54:56.0,2006-02-21 09:55:03.0,11.0,11.0,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",3
1073080,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,2,442x = -480,2006-02-21 09:55:03.0,2006-02-21 09:55:08.0,2006-02-21 09:55:08.0,2006-02-21 09:55:08.0,5.0,5.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",3~~6
1073081,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,2,442x/442 = -480/442,2006-02-21 09:55:08.0,2006-02-21 09:55:18.0,2006-02-21 09:55:18.0,2006-02-21 09:55:27.0,19.0,19.0,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],3
1073082,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,3,42(45y-20)+1y = 32,2006-02-21 09:55:32.0,2006-02-21 09:56:14.0,2006-02-21 09:56:14.0,2006-02-21 09:56:14.0,42.0,42.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",7
1073083,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,3,FinalAnswer,2006-02-21 09:56:14.0,2006-02-21 09:56:36.0,2006-02-21 09:56:36.0,2006-02-21 09:57:31.0,32.0,32.0,,1,0,0,2,distribute-sp~~combine-like-terms-sp,4~~4
1073084,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,3,1890y-840+1y = 32,2006-02-21 09:56:36.0,2006-02-21 09:57:21.0,2006-02-21 09:57:21.0,2006-02-21 09:57:21.0,45.0,45.0,,1,0,0,1,"[SkillRule: Consolidate vars, no coeff; CLT]",1
1073085,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,3,1891y-840 = 32,2006-02-21 09:57:31.0,2006-02-21 09:57:40.0,2006-02-21 09:57:40.0,2006-02-21 09:57:40.0,9.0,9.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",7~~3
1073086,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,3,1891y-840+840 = 32+840,2006-02-21 09:57:40.0,2006-02-21 09:57:45.0,2006-02-21 09:57:45.0,2006-02-21 09:57:52.0,12.0,12.0,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",4
1073087,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,3,1891y = 872,2006-02-21 09:57:52.0,2006-02-21 09:58:00.0,2006-02-21 09:58:00.0,2006-02-21 09:58:00.0,8.0,8.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",4~~7
1073088,XGFd357i6u,"Unit ES_04, Section ES_04-12",EG58A,3,1891y/1891 = 872/1891,2006-02-21 09:58:00.0,2006-02-21 09:58:02.0,2006-02-21 09:58:02.0,2006-02-21 09:58:20.0,20.0,20.0,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],4
1073089,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT33,1,17/w = b,2006-02-21 09:58:25.0,2006-02-21 09:58:59.0,2006-02-21 10:00:08.0,2006-02-21 10:00:08.0,103.0,,103.0,0,4,0,1,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",1
1073090,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT33,1,17/w*w = b*w,2006-02-21 10:00:08.0,2006-02-21 10:00:12.0,2006-02-21 10:00:12.0,2006-02-21 10:00:12.0,4.0,4.0,,1,0,0,1,,
1073091,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT33,1,17 = b*w,2006-02-21 10:00:12.0,2006-02-21 10:00:20.0,2006-02-21 10:00:20.0,2006-02-21 10:00:20.0,8.0,8.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",8
1073092,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT33,1,17/b = b*w/b,2006-02-21 10:00:20.0,2006-02-21 10:00:25.0,2006-02-21 10:00:30.0,2006-02-21 10:00:30.0,10.0,,10.0,0,1,0,1,,
1073093,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT35,1,-3/b = w,2006-02-21 10:00:34.0,2006-02-21 10:00:39.0,2006-02-21 10:00:39.0,2006-02-21 10:00:39.0,5.0,5.0,,1,0,0,1,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",2
1073094,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT35,1,-3/b*b = w*b,2006-02-21 10:00:39.0,2006-02-21 10:00:42.0,2006-02-21 10:00:42.0,2006-02-21 10:00:42.0,3.0,3.0,,1,0,0,1,,
1073095,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT35,1,-3 = w*b,2006-02-21 10:00:42.0,2006-02-21 10:00:50.0,2006-02-21 10:00:50.0,2006-02-21 10:00:50.0,8.0,8.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",9
1073096,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT35,1,-3/w = w*b/w,2006-02-21 10:00:50.0,2006-02-21 10:00:53.0,2006-02-21 10:00:53.0,2006-02-21 10:00:53.0,3.0,3.0,,1,0,0,1,,
1073097,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT19,1,r*u+q = x,2006-02-21 10:00:58.0,2006-02-21 10:01:05.0,2006-02-21 10:01:05.0,2006-02-21 10:01:05.0,7.0,7.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",8
1073098,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT19,1,r*u+q-q = x-q,2006-02-21 10:01:05.0,2006-02-21 10:01:08.0,2006-02-21 10:01:08.0,2006-02-21 10:01:08.0,3.0,3.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],5
1073099,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT19,1,r*u = x-q,2006-02-21 10:01:08.0,2006-02-21 10:01:20.0,2006-02-21 10:01:38.0,2006-02-21 10:01:38.0,30.0,,30.0,0,2,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",10
1073100,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT19,1,r*u/r = (x-q)/r,2006-02-21 10:01:38.0,2006-02-21 10:01:43.0,2006-02-21 10:01:43.0,2006-02-21 10:01:43.0,5.0,5.0,,1,0,0,1,,
1073101,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT34,1,u/q = 8,2006-02-21 10:01:48.0,2006-02-21 10:01:55.0,2006-02-21 10:01:55.0,2006-02-21 10:01:55.0,7.0,7.0,,1,0,0,1,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",3
1073102,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT34,1,u/q*q = 8q,2006-02-21 10:01:55.0,2006-02-21 10:01:59.0,2006-02-21 10:01:59.0,2006-02-21 10:01:59.0,4.0,4.0,,1,0,0,1,,
1073103,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT34,1,u = 8q,2006-02-21 10:01:59.0,2006-02-21 10:02:20.0,2006-02-21 10:02:20.0,2006-02-21 10:02:20.0,21.0,21.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",5~~11
1073104,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT34,1,u/8 = 8q/8,2006-02-21 10:02:20.0,2006-02-21 10:02:25.0,2006-02-21 10:02:25.0,2006-02-21 10:02:25.0,5.0,5.0,,1,0,0,1,,
1073105,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT27,1,6q+f = 90,2006-02-21 10:02:28.0,2006-02-21 10:03:01.0,2006-02-21 10:03:01.0,2006-02-21 10:03:01.0,33.0,33.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",9
1073106,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT27,1,6q+f-f = 90-f,2006-02-21 10:03:01.0,2006-02-21 10:03:06.0,2006-02-21 10:03:06.0,2006-02-21 10:03:06.0,5.0,5.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],6
1073107,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT27,1,6q = 90-f,2006-02-21 10:03:06.0,2006-02-21 10:03:13.0,2006-02-21 10:03:13.0,2006-02-21 10:03:13.0,7.0,7.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",12
1073108,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT27,1,6q/6 = (90-f)/6,2006-02-21 10:03:13.0,2006-02-21 10:03:17.0,2006-02-21 10:03:17.0,2006-02-21 10:03:17.0,4.0,4.0,,1,0,0,1,,
1073109,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT27,1,q = (90-f)/6,2006-02-21 10:03:17.0,2006-02-21 10:03:31.0,,2006-02-21 10:03:31.0,14.0,,14.0,0,1,0,0,"[SkillRule: Done?; {doneleft; doneright; done no solution; Done No Solution, domain exception; Done No Solution, range exception; done infinite solutions}]",1
1073110,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT36,1,-n/z = 6,2006-02-21 10:03:38.0,2006-02-21 10:03:52.0,2006-02-21 10:03:52.0,2006-02-21 10:03:52.0,14.0,14.0,,1,0,0,1,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",4
1073111,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT36,1,-n/z*z = 6z,2006-02-21 10:03:52.0,2006-02-21 10:03:55.0,2006-02-21 10:03:55.0,2006-02-21 10:03:55.0,3.0,3.0,,1,0,0,1,,
1073112,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT36,1,-n = 6z,2006-02-21 10:03:55.0,2006-02-21 10:04:00.0,2006-02-21 10:04:00.0,2006-02-21 10:04:00.0,5.0,5.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",13
1073113,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT36,1,-n/6 = 6z/6,2006-02-21 10:04:00.0,2006-02-21 10:04:04.0,2006-02-21 10:04:04.0,2006-02-21 10:04:04.0,4.0,4.0,,1,0,0,1,,
1073114,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT24,1,7z+8 = b,2006-02-21 10:04:10.0,2006-02-21 10:04:15.0,2006-02-21 10:04:15.0,2006-02-21 10:04:15.0,5.0,5.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",10
1073115,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT24,1,7z+8-8 = b-8,2006-02-21 10:04:15.0,2006-02-21 10:04:20.0,2006-02-21 10:04:20.0,2006-02-21 10:04:20.0,5.0,5.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],7
1073116,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT24,1,7z = b-8,2006-02-21 10:04:20.0,2006-02-21 10:04:26.0,2006-02-21 10:04:26.0,2006-02-21 10:04:26.0,6.0,6.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",14
1073117,XGFd357i6u,"Unit ES_04, Section ES_04-13",LIT24,1,7z/7 = (b-8)/7,2006-02-21 10:04:26.0,2006-02-21 10:04:30.0,2006-02-21 10:04:30.0,2006-02-21 10:04:30.0,4.0,4.0,,1,0,0,1,,
1073118,XGFd357i6u,"Unit ES_04, Section ES_04-14",LIT23A,1,n*j+56 = r,2006-02-21 10:04:33.0,2006-02-21 10:04:59.0,2006-02-21 10:04:59.0,2006-02-21 10:04:59.0,26.0,26.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",11
1073119,XGFd357i6u,"Unit ES_04, Section ES_04-14",LIT23A,1,n*j+56-56 = r-56,2006-02-21 10:04:59.0,2006-02-21 10:05:02.0,2006-02-21 10:05:02.0,2006-02-21 10:05:06.0,7.0,7.0,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",5
1073120,XGFd357i6u,"Unit ES_04, Section ES_04-14",LIT23A,1,n*j = r-56,2006-02-21 10:05:06.0,2006-02-21 10:05:13.0,2006-02-21 10:05:19.0,2006-02-21 10:05:19.0,13.0,,13.0,0,1,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",15
1073121,XGFd357i6u,"Unit ES_04, Section ES_04-14",LIT23A,1,n*j/n = (r-56)/n,2006-02-21 10:05:19.0,2006-02-21 10:05:21.0,2006-02-21 10:05:21.0,2006-02-21 10:06:59.0,100.0,100.0,,1,2,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],5
1073122,XGFd357i6u,"Unit ES_04, Section ES_04-14",LIT21A,1,f/q = r,2006-02-21 10:07:05.0,2006-02-21 10:07:10.0,2006-02-21 10:07:10.0,2006-02-21 10:07:10.0,5.0,5.0,,1,0,0,1,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",5
1073123,XGFd357i6u,"Unit ES_04, Section ES_04-14",LIT21A,1,f/q*q = r*q,2006-02-21 10:07:10.0,2006-02-21 10:07:16.0,2006-02-21 10:07:16.0,2006-02-21 10:07:21.0,11.0,11.0,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],6
